Gene,PFASdil17,PFASdil31,PFASdil50,PFASdil56,PFASdil4,PFASdil63,PFASdil84,PFASdil86,PFASdil7,PFASdil9,PFASdil24,PFASdil93,PFASdil1,PFASdil57,PFASdil72,PFASdil87,PFASdil13,PFASdil34,PFASdil45,PFASdil74,PFASdil40,PFASdil61,PFASdil90,PFASdil91,PFASdil10,PFASdil38,PFASdil39,PFASdil70,PFASdil16,PFASdil80,PFASdil95,PFASdil96
Gda,485.7171704,458.8377409,370.4611652,417.7398845,446.0224031,307.8426264,455.1891468,552.5247334,516.2033657,406.1685866,478.6533723,478.1920646,461.323514,375.7818854,485.7040102,420.2264588,454.9421823,428.9205704,438.2337291,498.4267305,470.8840707,504.6997975,398.0936705,377.8843964,457.7559349,520.0979183,549.4092965,450.7299812,439.6159437,393.1676681,317.7023825,496.9513804
Gfpt1,484.7279298,626.7052071,364.8481173,454.8289397,619.0250322,816.3608214,502.9433654,535.6915426,411.0855894,440.9003422,479.626245,542.2264231,868.3736735,628.9402082,475.3918231,391.6468256,380.9906753,253.0038387,531.135526,337.8457336,586.8097788,669.2356289,566.2882462,527.3057336,421.8535086,399.326117,373.4419061,438.9531883,766.68251,602.07147,567.6976998,1050.608831
Gfpt2,13.84936942,23.31492586,11.22609592,14.64041651,35.14115904,27.31709312,13.20861364,19.80375388,15.01682518,23.15450375,0.972872708,9.29531011,21.10630456,25.71139216,31.96777986,14.81906908,11.2331403,14.82444368,23.46004974,11.4700712,17.44015077,31.42819252,18.90944935,20.57250296,8.078045909,15.58345823,10.75356274,10.70617533,18.2772493,6.427809288,12.49976587,12.37223354
Ggct,70.23608778,94.19230048,74.09223305,80.03427693,42.34960191,44.12761197,85.34796503,60.40144935,95.73226055,70.42828223,81.72130747,103.2812234,79.39990765,47.46718553,62.90434102,69.86132565,87.99293239,75.11051462,135.1298865,62.56402475,45.13921375,100.7550878,68.67115815,44.39329585,154.3804329,128.5635304,122.1995766,122.0503987,34.63057762,32.13904644,28.1244732,36.08568115
Ggh,126.6228061,140.8221522,178.4949251,132.7397764,125.246695,132.3828359,123.9577587,154.4692803,94.79370897,123.4906867,96.31439808,123.9374681,143.7238835,164.1573499,156.7452432,139.7226513,106.7148329,122.5487344,100.4090129,72.99136221,113.8739256,142.3512249,128.3852087,123.4350177,98.73167222,98.37058005,101.6700477,80.29631494,67.33723426,73.91980682,82.2901253,123.7223354
Ggps1,91.01014191,138.9569581,141.4488085,113.219221,137.8614701,161.8012439,131.0700892,130.7047756,120.1346015,117.7020607,115.7718522,124.9702804,122.6175789,145.3682557,113.4340576,156.6587302,124.5006384,165.0454729,103.2242188,150.1536594,136.4435325,153.4435282,157.2469998,173.2421301,114.887764,113.9540383,122.1995766,149.8864546,136.5983895,118.9144718,153.1221319,118.5672381
Ggt1,0,2.797791103,0,1.952055535,0.90105536,4.202629711,1.016047203,3.960750777,1.877103148,0,0,5.164061172,2.010124244,2.966699095,1.031218705,1.058504934,3.744380102,0.988296245,0,1.042733746,0,3.697434414,1.990468352,2.165526627,2.69268197,2.921898417,0,0,1.923920979,1.071301548,2.083294311,0
Ggt5,58.36519971,27.045314,32.55567816,33.18494409,99.11608959,59.88747339,68.07516259,50.4995724,46.9275787,36.6612976,40.86065373,48.54217502,49.24804398,94.93437105,59.8106849,63.51029604,40.25208609,47.43821976,90.08659098,54.22215478,81.04540651,79.4948399,82.60443662,70.37961537,36.79998692,37.01071329,43.99184758,72.80199221,56.75566887,44.99466502,80.20683099,74.23340122
Ggt6,395.6962692,321.7459769,340.1507063,401.1474124,361.3231993,338.3116918,531.3926871,423.8003331,314.4147773,419.6753804,438.7655913,502.9795582,382.9286685,416.326773,648.6365656,469.9761907,543.8712098,593.9660433,488.9074365,564.1189565,333.414647,349.4075521,465.7695944,453.6778283,600.4680792,588.275548,693.1159985,542.803089,535.8119926,599.9288669,558.3228754,410.3457456
Ggt7,2.967722019,2.797791103,7.858267141,6.832194372,22.526384,13.65854656,5.080236014,14.85281541,7.508412592,5.788625937,12.6473452,2.065624469,4.020248488,13.84459578,1.031218705,5.29252467,12.16923533,27.67229486,9.384019894,19.81194117,13.33658588,14.78973766,12.93804429,12.99315976,15.25853116,6.817762974,6.84317629,6.423705195,17.31528881,5.35650774,6.249882934,5.155097307
Gk,1454.183789,1559.302242,1914.049354,1814.43562,1686.775634,1228.218533,1507.814049,1636.780258,1615.247259,1610.202781,1468.064916,1698.976126,1868.410485,1546.639128,1317.897505,1707.368459,1494.007661,1141.482163,1531.472047,1692.356869,1370.590672,1417.966098,1792.416751,1404.344018,1705.365247,1655.742437,1585.661706,1369.319824,761.8727076,1049.875517,762.4857179,1135.152427
Gla,93.97786393,83.9337331,102.1574728,109.31511,97.31397887,107.1670576,93.47634266,110.9010217,71.32991962,88.75893104,84.63992559,87.78903993,77.3897834,85.04537407,65.99799714,68.80282071,92.67340751,88.94666205,117.3002487,62.56402475,99.5114485,90.58714314,109.4757594,92.03488164,62.82924596,63.30779904,69.40935952,103.8499007,101.9678119,74.99110837,89.58165539,93.82277099
Glb1,273.0304257,222.8906912,222.2766991,262.5514695,141.4656915,161.8012439,155.455222,135.6557141,285.3196785,234.4393505,245.1639224,207.5952591,138.6985729,186.902043,125.808682,178.8873339,208.7491907,197.659249,245.8613212,162.6664643,146.7024447,165.46019,135.351848,132.0971242,236.0584527,261.0229253,254.1751194,225.9002994,129.8646661,137.1265982,122.9143644,111.3501018
Glb1l,55.39747769,48.49504579,65.11135631,53.68152721,56.76648767,53.58352882,60.96283217,58.42107396,69.45281647,51.13286244,48.6436354,49.57498725,49.24804398,77.13417648,52.59215397,41.28169243,45.86865624,26.68399862,39.41288356,45.88028481,48.21688742,36.97434414,50.75694298,46.55882248,55.64876071,45.77640854,44.96944419,44.96593637,60.60351083,31.06774489,32.29106183,60.83014822
Glce,414.491842,304.9592303,426.5916448,349.4179408,342.4010368,332.0077472,337.3276713,365.3792592,372.6049749,257.5938542,321.0479936,348.057723,476.3994459,409.4044752,374.33239,365.1842023,276.1480325,189.7528791,292.7814207,299.264585,287.2495421,317.9793596,340.3700882,311.8358343,299.7852593,296.0857063,322.6068823,258.0188253,314.56108,451.0179517,347.91015,312.3988968
Gldc,2671.939058,3168.032126,2915.417109,3596.662323,2768.943121,3020.640105,2907.927094,2941.847639,2741.509148,2559.537435,3226.045899,2749.346168,3916.72709,2796.608347,2134.62272,2342.471419,2805.476791,2396.618394,3703.872652,1884.219879,2491.889777,2952.401379,2972.764484,1981.456864,2779.745353,2908.262891,1889.694253,2044.879487,1955.665675,2730.747646,1215.602231,1468.171713
Glo1,6921.716989,6294.097385,8388.138869,5405.241776,5107.18178,5478.127829,5186.92097,5537.129586,4924.580109,6045.25502,7504.740069,6992.138827,5633.373194,5100.744645,4618.828581,4869.122697,5537.002075,4765.564494,5197.808619,4737.139407,5435.171692,4203.05857,4481.539495,4966.635319,4947.354339,5594.461503,5149.00136,4854.179893,4499.089209,5079.040639,5251.984959,4234.396928
Glrx,768.6400029,758.201389,666.8300974,757.3975476,1577.747935,1569.682197,1807.547974,1920.964127,887.869789,797.8656083,805.5386022,797.331045,1805.091571,1400.281973,1936.628728,1724.304538,962.3056861,899.349583,951.5396173,1009.366266,1765.558792,1492.839145,1644.126859,1454.15113,1045.658165,1012.924785,1194.623061,1165.902493,1988.372332,2310.797439,2069.752898,2030.07732
