Gene,GRC362.01_S14,GRC362.02_S9,GRC362.03_S13,GRC362.04_S12,GRC362.09_S20,GRC362.10_S6,GRC362.11_S3,GRC362.12_S17,GRC362.13_S16,GRC362.14_S19,GRC362.15_S11,GRC362.16_S18,GRC362.17_S5,GRC362.18_S15,GRC362.19_S8,GRC362.20_S2,GRC362.21_S10,GRC362.22_S7,GRC362.23_S1,GRC362.24_S4
A4galt,9.746123057,10.20496617,13.27634094,3.106122126,4.488592696,4.631671239,10.69686739,8.008131447,9.644539701,7.823740321,7.078349945,8.632516332,4.772540859,6.1868483,2.910787145,7.919216632,7.619864131,4.458746975,5.207385449,4.688633897
A4gnt,0.886011187,0,0,1.035374042,0,0,0.97244249,0,1.92890794,0,0,0,0.954508172,0,1.940524763,0,0,0,9.373293808,0
Aacs,437.6895264,466.3669542,413.041718,562.2081047,574.539865,484.4728116,284.9256496,414.4208024,529.4852296,506.8045119,337.9912099,425.8708057,532.6155599,731.0792408,799.4962025,779.0529362,649.8655552,457.4674397,897.7532514,817.6977517
Aadac,3453.671607,3206.400372,3982.902281,3326.656797,3131.915553,2902.205199,3209.060218,2896.941551,3225.134076,3130.365433,3394.068799,3258.295331,3315.961389,3471.853038,3634.602882,3283.505196,3875.245187,3559.863585,3609.759593,2915.392557
Aadat,1456.602391,1568.503301,1278.954177,1468.160391,1465.525515,1438.597087,1284.59653,1495.518548,1521.908365,1662.97947,1340.462521,1554.812108,1522.440534,1632.29681,1544.657712,1663.035493,1832.033048,1799.550279,1343.505446,1265.931152
Aass,3870.096865,4264.655365,4415.120936,5404.652499,4913.886854,4867.886473,4766.913087,4861.936805,5106.783772,5725.239306,5192.854479,5470.137849,4578.7757,4118.378685,4502.987713,4308.053848,3805.577857,3196.029832,4134.664046,3179.831509
Abat,5782.995018,5112.688054,6272.333518,6196.713641,6345.747923,6147.154069,7628.811336,6744.848711,7115.741391,8349.669531,9452.251558,7067.153371,6219.575248,5741.395222,6641.446002,5945.351887,5241.37797,3831.84715,6541.517601,4874.3038
Abca1,4020.718767,3993.203264,7517.359267,4387.915189,3100.495405,3906.351523,6694.294103,4290.356423,4303.393614,4608.183049,5627.288207,4154.158693,3228.146637,3092.393009,5525.644263,3509.20287,2976.101219,2051.023609,4880.361643,2165.211134
Abca3,5277.968641,5074.929679,6552.611826,5695.592604,5887.911469,6637.184886,9105.951478,6889.996094,6077.024465,6965.736799,8468.360916,5939.171236,4379.283492,4489.589583,6037.942801,4370.417679,2923.850722,1889.616968,4629.365664,2701.590852
Abca4,1.772022374,6.122979705,7.375744964,0,4.488592696,3.705336991,1.94488498,2.002032862,3.85781588,2.60791344,0,1.918336963,0.954508172,0,1.940524763,5.939412474,2.177104037,1.78349879,3.124431269,1.875453559
Abca8b,2337.297511,2201.211204,3848.663722,2507.675929,1777.482707,2200.043839,3327.698201,2511.550225,2464.179894,2613.129267,2824.261628,2415.186236,1979.649948,1988.040587,3238.73583,2985.54467,2468.835978,2042.997864,3286.901695,1797.622236
Abcb11,14617.41256,13600.15842,19519.17147,18307.48381,17356.26581,17843.97662,20423.23718,17125.3891,17693.87253,17758.15192,19584.90951,18058.265,17566.76839,14925.77152,20685.99398,18184.50119,15094.95084,10848.13139,17295.81003,11525.59985
Abcb1b,2.658033561,1.020496617,8.850893957,4.141496167,2.244296348,9.263342479,0.97244249,11.01118074,1.92890794,7.823740321,4.423968716,0.959168481,4.772540859,6.1868483,2.910787145,5.939412474,4.354208075,9.809243345,5.207385449,5.626360677
Abcb4,4793.320522,4454.467735,6675.049193,5145.808988,4430.240991,5252.315185,6650.53419,5243.324065,4630.34351,4623.830529,5870.606486,4621.273743,4130.15686,4084.351019,4802.798789,4006.133714,3435.470171,2655.629698,4833.495174,3696.518965
Abcb6,1436.224134,1682.798922,1172.743449,1264.191705,1537.342998,1593.294906,1208.746015,1636.661864,1331.910933,1421.312825,1413.900402,1385.039287,1504.304879,1457.002775,1218.649551,1307.660646,1090.729123,1178.8927,1290.390114,1835.131307
Abcc1,16.83421255,34.69688499,36.87872482,33.13196934,31.42014887,25.01102469,51.53945198,31.03150936,28.9336191,29.55635232,45.1244809,34.53006533,23.8627043,24.7473932,46.57259432,18.8081395,26.12524845,23.18548427,38.53465232,25.31862305
Abcc2,9013.391806,8449.711993,12124.24957,11411.89269,10330.49609,10369.38557,12922.78825,10397.55767,10772.95085,12378.02649,13315.26104,11625.12199,9689.212452,8549.193209,16505.13337,14527.80291,11576.75072,9955.490246,19575.60338,11154.26004
Abcc3,5100.766404,6005.622594,6648.496511,5465.739567,5476.083089,6197.176118,7581.161654,6586.688115,7992.43005,7591.636024,10675.03651,8144.299575,8239.314539,7846.985927,14453.02844,13118.18235,9227.655463,7634.266571,17598.87986,12210.1404
Abcc4,142.6478011,133.6850569,184.3936241,225.7115411,168.3222261,202.8672003,247.972835,232.235812,361.6702388,353.8069234,471.5950651,405.7282676,470.5725287,425.8613913,831.514861,978.0232541,896.9668634,1029.970551,1414.325888,887.0895334
Abcc5,38.98449223,71.43476322,128.3379624,96.28978589,98.7490393,73.18040558,95.29936404,75.07623231,95.48094304,80.84531665,77.8618494,74.81514154,57.27049031,65.99304853,98.96676292,91.07099127,84.90705746,79.36569616,110.3965715,72.20496202
Abcc9,580.3373275,445.9570218,870.3379058,596.3754481,500.4780856,621.5702803,867.4187013,658.6688115,625.9306266,771.0730738,772.4249378,682.9279587,344.57745,390.8025843,568.5737556,445.4559356,434.3322555,261.2825727,442.6277632,301.948023
Abcd1,217.958752,166.3409487,228.6480939,246.419022,252.4833391,239.9205702,322.8509067,240.2439434,250.7580322,304.256568,329.1432725,289.6688814,280.6254025,268.0967597,319.2163236,280.1422884,216.6218517,236.3135897,402.0101567,297.2593891
Abcd2,2980.541633,2424.699963,3392.842684,2723.03373,1868.37671,2117.600091,2382.484101,2342.378448,2116.01201,2436.660458,2386.288725,2328.861073,2109.46306,1816.871117,2862.274026,2568.795895,2675.660862,3046.215933,3068.191507,2217.723834
Abcd3,8620.88885,8886.484545,7101.367252,9309.04801,7813.517735,8892.80878,7922.488968,8754.889704,8744.704147,8871.252219,7725.134172,9108.263899,9433.404262,10727.99495,11857.57657,13020.18205,13107.25486,12849.21703,13726.66804,13957.12539
Abcg2,1032.203033,924.5699354,762.6520293,894.5631722,794.4809071,842.0378313,698.213708,840.8538019,862.2218492,838.0095188,681.2911822,812.4157037,1003.188089,1177.56346,1189.54168,1342.307219,1814.616215,2021.595879,1711.146859,1754.486804
Abcg5,2149.46314,2316.527322,2295.331833,2095.597061,2031.088195,1818.394129,2176.326293,1899.929186,1930.836848,1707.313999,1638.638012,1535.628739,1617.891351,1498.24843,1845.43905,1567.014991,1552.275179,1347.433336,1758.013328,1532.245558
Abcg8,3559.106938,3209.461862,3794.08321,2983.947989,2892.897992,2861.446492,3781.828844,3135.183461,3104.57733,2789.598077,2975.561358,2351.881116,2045.511012,2090.123584,2500.366157,2088.693387,1751.480198,1342.08284,2308.954708,2070.500729
Abhd5,900.187366,827.6227568,721.3478575,820.0162412,829.2675005,793.8684504,608.7489989,917.9320671,966.382878,917.1162265,714.9133445,1050.289487,1140.637265,1230.15167,926.6005744,1201.741124,1595.817259,1909.235455,1234.150351,1469.417863
Acaa1b,8724.552159,9186.510551,8030.711117,9568.926895,11302.27641,11537.49306,9966.563082,10925.09333,11787.55642,10797.63095,13178.11801,10627.58677,14450.29921,20598.08027,20578.29485,22445.03974,28537.47972,32427.575,34198.9832,46442.79421
Acaa2,19631.34987,19817.02382,14276.49195,15363.91541,18361.71057,19979.17706,13957.46706,21362.69165,17960.06183,18277.12669,17597.66276,17434.80549,16820.343,20616.64082,16831.14153,20752.30718,23214.46035,23172.10803,17650.95372,20969.44624
Acaca,801.8401243,929.6724185,989.8249742,1101.637981,996.4675784,1104.190423,1258.340582,1146.163813,1241.252259,1263.09941,1289.144484,1151.002178,905.8282551,1014.643121,1259.400571,1067.114441,1006.910617,807.0332025,1724.686061,884.2763531
Acacb,577.679294,561.2731396,548.7554253,672.9931272,722.663424,980.0616342,710.8554603,711.7226823,1023.285662,984.0526714,1059.098111,781.7223123,656.7016222,969.2729003,793.6746282,574.1432058,488.7598564,494.9209142,1258.104324,710.7968989
Acad11,6777.09957,7048.570137,6629.319574,7597.574719,5979.927619,7105.910015,6668.038155,6627.729789,6335.498129,6365.047403,6218.330427,6718.016043,6553.653108,6145.602645,8854.614495,8468.612286,8586.498324,8600.922915,9453.487544,7788.758631
Acad8,1641.77873,1566.462308,1526.779208,1390.507338,1331.989882,1407.101723,1454.773965,1280.300015,1305.870675,1303.95672,1375.854271,1177.858895,1272.359393,1354.919778,1310.824478,1224.508872,1429.268801,1375.969317,1036.269704,1347.513382
Acad9,1001.192641,956.2053306,941.1450574,970.1454772,961.680985,941.1555958,917.9857107,877.8914099,880.5464747,916.246922,911.3375555,986.0251988,1028.959809,981.6465969,1082.812818,1057.21542,1120.120027,1143.222724,1013.357208,1141.213491
Acadl,3353.552343,2526.749625,1925.069436,2911.471806,2834.546287,2804.940103,1955.581848,2795.838891,2968.58932,2966.066886,2102.269934,3019.462379,3073.516313,3054.240777,2164.655373,3394.374229,3655.357679,3567.88933,2501.62797,3935.639294
Acadm,6370.420435,6141.348644,7033.510398,6591.191151,4913.886854,5717.334978,6175.982255,6002.094519,6363.467295,6165.976677,6493.501281,7068.112539,7103.449815,6285.837873,8289.921789,7780.630341,10201.90952,9627.326469,10192.93628,7995.996249
Acads,2533.991995,2431.843439,1532.679804,2382.39567,2159.013087,2388.089691,1563.687524,2008.03896,1989.66854,1923.770814,1681.992906,1578.79132,1886.108148,1756.033776,1669.821559,1738.268051,1559.895043,1547.1852,1821.54343,2116.449341
Acadsb,3349.122287,3077.817798,3720.32576,3085.414645,2878.310066,3201.411161,3324.780874,3408.460947,3390.055705,3510.251491,3119.782738,3758.02211,2872.115089,2757.272059,2658.518926,2935.059664,2785.604616,2244.533227,2369.360379,2093.943899
Acadvl,5951.337143,6462.805079,5766.357413,4813.453921,5707.245613,5919.275844,5467.07168,6424.523453,5259.167499,5270.593063,6057.297966,5192.938158,5256.476502,6223.96939,6385.296733,6459.111066,6530.22356,7611.972836,6518.605105,6661.611042
Acat1,8963.775179,8329.293392,9548.639431,6927.687714,4324.759062,5607.101202,6250.860327,5220.300687,5743.323392,4855.934826,6346.62552,5477.811197,5263.158059,5636.218801,7351.678066,6013.65513,7111.510338,6952.078284,6702.94655,5475.386665
Acat2,2191.105666,2181.821768,1532.679804,2521.135792,2430.572945,2374.194677,1566.604852,2044.075552,2346.516509,2311.480613,2160.666321,2449.716301,2640.169603,2952.15778,2175.32826,3089.484389,3152.446646,3196.921581,2698.46714,3245.472384
Acat3,5081.274158,5366.791711,6399.196331,5576.524589,5774.574503,5605.248534,6614.553818,5352.434856,4909.070708,5239.298101,6236.026302,5332.017588,5460.741251,4976.288316,5453.844847,5088.096686,4888.687116,4265.237356,4861.615055,4551.725788
Ace,12.40415662,5.102483087,4.425446979,6.212244251,6.732889043,6.484339735,6.807097431,8.008131447,2.89336191,2.60791344,6.193556202,7.673347851,8.590573547,3.09342415,4.851311908,2.969706237,7.619864131,17.8349879,5.207385449,2.813180338
Ace2,7.974100683,13.26645603,1.475148993,10.35374042,6.732889043,5.558005487,6.807097431,5.005082154,2.89336191,6.08513136,3.539174973,14.38752722,8.590573547,4.124565533,2.910787145,8.909118711,10.88552019,1.78349879,3.124431269,4.688633897
Acer2,187.8343717,193.8943573,343.7097153,216.3931747,187.398745,232.5098962,282.9807646,243.2469927,223.7533211,244.2745589,307.0234289,258.97549,205.2192569,203.1348525,287.197665,225.697674,263.4295885,305.8700425,316.6090353,242.8712359
Acer3,257.8292554,276.5545833,364.3618012,346.850304,206.475264,273.2686031,393.8392085,334.3394879,272.9404735,264.2685619,307.9082226,381.7490556,335.0323683,340.2766565,535.5848347,368.2435734,392.9672788,357.5915074,474.9135529,315.0761979
Ache,9.746123057,10.20496617,19.17693691,14.49523659,5.61074087,6.484339735,8.751982412,12.01219717,14.46680955,12.17026272,4.423968716,10.55085329,6.681557203,10.31141383,8.732361435,9.89902079,5.442760094,3.56699758,7.290339629,9.377267795
Acly,2875.992313,2962.501681,2323.359664,3462.290796,4425.752398,4011.027293,3432.72199,3878.93867,4967.9024,5415.766911,4647.821533,4577.151993,3674.856462,5000.004568,3876.198215,3972.477043,3500.783292,3349.410728,5899.967714,2680.023136
Acmsd,205.5545954,238.7962085,286.1789046,213.2870526,250.2390428,290.8689538,313.1264818,272.2764692,309.5897244,279.9160426,336.2216224,329.9539576,391.3483505,407.3008464,371.6104922,405.8598524,419.0925272,473.5189288,447.8351486,429.478865
Aco1,4850.025238,4319.762182,5109.916111,5087.828042,5023.857375,5243.978177,5282.307607,4799.873786,5507.996623,5505.305272,6704.966986,5589.074741,5039.803147,5025.783102,6552.181863,5854.280895,5686.595746,5367.439609,7409.068017,5213.760894
Aco2,2647.401427,2664.516668,3140.592206,2790.333043,2940.028216,2884.604848,3295.607599,2743.786037,2758.338354,2840.017736,3423.266992,2717.324308,2695.531077,2808.829128,3395.918336,3242.919211,3201.431487,3001.628464,4515.844661,3585.867205
Acot11,18.60623493,20.40993235,23.60238389,30.02584721,25.809408,13.89501372,20.42129229,19.01931219,15.43126352,19.12469856,20.35025609,21.10170659,19.09016344,25.77853458,23.28629716,17.81823742,23.94814441,14.26799032,19.78806471,18.75453559
Acot12,1699.369457,1762.397658,2096.186719,1849.178039,1400.440921,1496.02981,1828.191882,1467.490088,1572.059971,1431.744479,1283.835721,1486.711146,1497.623322,1350.795212,1578.616895,1331.418296,1480.430745,1323.356102,1438.279861,1586.633711
Acot13,351.7464413,370.4402722,191.7693691,322.001327,323.1786741,337.1856662,173.0947633,322.3272907,303.8030006,314.6882218,190.2306548,266.6488378,402.8024485,394.9271498,204.7253625,370.2233775,433.2437034,590.3380995,226.0005285,364.7757172
Acot2,286.1816134,251.0421679,362.8866522,307.5060904,232.284672,291.7952881,324.7957917,375.3811616,366.4925086,396.4028429,445.9360466,407.6466046,430.4831855,515.5706917,584.0979537,677.093022,1128.828443,1325.139601,1291.431591,1068.070802
Acot3,2581.836599,1781.787094,2192.071403,2772.731684,2065.874788,1539.56752,2331.917091,1945.975942,2120.83428,1703.836781,2405.754188,1959.581207,1423.171684,1098.165573,791.7341034,672.1435116,735.8611647,897.9916408,1148.74923,487.6179253
Acot4,3094.837076,2731.869445,5211.701392,3932.350611,3043.265848,2890.162853,4764.968202,3301.352189,3343.761914,3169.484134,4463.784434,3570.025088,2760.437633,2107.652987,2925.341081,2114.430841,1874.486576,1713.942337,3821.179442,1621.329602
Acot6,89.48712989,88.78320572,101.7852805,96.28978589,70.69533496,86.14908505,111.8308864,79.08029804,94.51648907,108.66306,91.13375555,90.16183725,91.6327845,114.4566935,112.5504363,87.11138295,130.6262422,130.1954117,86.44259845,113.4649403
Acot7,101.8912865,111.2341313,66.38170468,94.21903781,113.3369656,119.497118,63.20876186,116.117906,102.2321208,80.84531665,67.24432448,95.91684813,103.0868826,104.1452797,81.50204006,106.9094245,108.8552019,131.9789105,76.02782756,133.1572027
Acot8,171.8861703,201.0378336,772.9780722,219.4992969,154.856448,188.0458523,623.3356362,148.1504318,169.7438987,110.401669,1047.595792,170.7319897,242.4450756,186.6365904,1059.526521,250.445226,291.731941,296.0607992,1323.717381,346.0211816
Acox1,12136.58124,13292.98894,12644.97717,14773.7522,12936.12415,13683.80951,12509.50019,14580.80533,16321.45454,17095.74191,12394.19075,15489.61181,14888.41846,14955.67462,17245.44357,17556.90327,17850.076,16706.92492,23210.35842,20684.3773
Acox2,3497.972166,3653.377891,4742.604012,3455.043178,3616.683565,3471.900761,4202.896443,3541.596132,3682.285258,3843.195106,5362.734877,3627.575196,3972.663011,4052.385636,5939.9463,4921.793137,5309.956747,5738.407357,7111.205569,4894.933789
Acox3,719.4410839,765.3724631,843.7852239,695.7713561,732.7627576,678.0766694,836.3005416,680.691173,678.9755949,685.8812348,837.8996748,630.1736922,563.1598214,601.1554265,678.2134048,520.6884936,399.4985909,370.9677483,589.4760328,480.1161111
Acp1,1110.172017,1389.916393,1898.516754,1156.512805,1061.552173,1080.105733,1457.691293,1374.39556,1228.714358,1230.935144,1424.517927,1360.100907,1523.395042,1542.587509,1818.271703,1619.479801,1662.218933,2305.172186,1538.261662,1566.941449
Acp2,1718.861703,1674.634949,2068.158888,1773.595734,1997.42375,1829.51014,2077.137159,1877.906824,1893.223143,2053.297182,2211.099564,2189.781643,2281.274531,2075.687605,2549.849539,2415.361073,2370.866297,2028.729874,2340.199021,1944.845341
Acp5,1605.452271,1390.93689,741.9999434,1237.27198,1490.212775,1494.177142,814.9068068,1507.530745,1238.358898,1323.081419,948.4988927,1271.857406,1277.131934,1244.58765,726.7265238,1039.397183,987.316681,992.5170767,757.1538443,1207.792092
Acp6,419.9693027,429.629076,334.8588214,402.7605023,493.7451965,377.9443731,333.5477741,373.3791287,389.6394039,371.193013,314.9865726,366.4023599,435.2557264,401.1139981,285.2571402,381.1123004,364.6649263,341.5400183,269.7425663,418.2261437
Acpp,0.886011187,2.040993235,1.475148993,1.035374042,4.488592696,0.926334248,0.97244249,1.001016431,2.89336191,5.21582688,2.65438123,2.877505444,2.863524516,0,0,1.979804158,1.088552019,1.78349879,2.08295418,2.813180338
Acsbg1,1.772022374,1.020496617,1.475148993,1.035374042,3.366444522,0.926334248,3.889769961,2.002032862,0.96445397,2.60791344,7.078349945,1.918336963,4.772540859,1.031141383,2.910787145,0.989902079,2.177104037,0,3.124431269,2.813180338
Acsl1,15355.45988,14191.02596,18892.23315,13280.74283,11123.85485,14712.04052,16673.49894,15291.527,14205.44253,13962.76856,17993.16556,13763.10854,11603.00134,12119.00468,16539.09256,13850.70989,11692.13723,9601.465736,17723.85711,12043.22503
Acsl3,341.114307,302.0669988,421.892612,347.8856781,210.9638567,233.4362305,337.4375441,211.2144669,340.4522514,293.8249143,353.9174973,341.4639794,382.7577769,312.4358391,555.9603447,494.9510395,480.0514403,523.4568949,725.9095316,449.1711274
Acsl4,1089.79376,978.6562562,1680.194703,1322.172651,869.6648348,1236.656221,1315.714689,1331.351853,1579.775603,1662.110166,1569.6241,1904.908604,1363.992178,1179.625743,1485.471706,1300.731332,1453.216945,1129.846484,1502.851441,921.7854242
Acsl5,9349.190046,8439.507027,10268.51214,7233.123056,8173.727299,8107.277337,8786.990341,8514.645761,8659.832197,9099.009993,11443.03748,8419.580929,8527.576007,10303.1647,10538.98999,8286.470303,10157.27889,11119.22321,12853.91024,9847.068912
Acsl6,2.658033561,2.040993235,1.475148993,0,0,0,0.97244249,1.001016431,0.96445397,0.86930448,0.884793743,0,0.954508172,1.031141383,2.910787145,2.969706237,1.088552019,0.891749395,0,0.937726779
Acsm1,3514.806379,3728.89464,3500.52856,3209.65953,3115.083331,3370.003994,2926.079453,2608.648819,3010.060841,2936.510534,3249.847419,3052.074108,3527.862203,3618.275114,3868.436116,3563.647484,3977.569076,3598.208809,3301.482375,3999.404715
Acsm2,62.90679428,54.08632073,59.00595971,33.13196934,23.56511165,44.4640439,36.95281463,26.0264272,23.14689528,19.12469856,37.16133721,23.97921203,38.18032687,68.0553313,104.7883372,48.50520187,64.2245691,33.88647701,43.74203777,82.5199566
Acsm3,1132.322297,1180.714586,1613.812998,1264.191705,991.9789857,1043.052363,1376.978566,996.0113487,1145.771316,1214.418359,1274.10299,1152.920515,1079.548742,1049.701928,1357.397072,1076.02356,1271.428758,1177.109201,1185.200928,1000.554474
Acsm5,2249.582404,2454.294365,2792.457043,2305.777991,2736.919396,2335.288639,2649.905786,2601.641704,2369.663404,2646.162837,3187.911857,2700.059275,2313.727809,2468.552472,2587.689772,2566.816091,2340.38684,2578.93925,2894.264833,2456.844162
Acss1,7.088089496,8.16397294,7.375744964,14.49523659,8.977185391,3.705336991,8.751982412,6.006098585,5.78672382,8.693044801,3.539174973,5.755010888,8.590573547,3.09342415,0,7.919216632,5.442760094,34.77822641,5.207385449,4.688633897
Acss2,1647.980808,1608.302669,1683.145001,1764.277367,2005.278787,1953.638929,1689.132605,1561.585632,2473.824433,2289.748001,2451.763462,2009.457968,2199.186828,2705.71499,2242.276364,2109.48133,2149.890237,2257.909468,2824.485868,2079.877997
Acss3,893.9852877,852.1146756,1572.508826,1044.692408,739.4956466,1055.094708,1657.042003,1083.099778,965.418424,1130.095824,1405.937258,1324.611673,898.1921897,797.0722893,1217.679289,823.5985297,815.325462,688.430533,785.2737257,477.3029308
Acy1,606.0316519,618.4209502,626.938322,677.1346234,807.9466852,716.9827079,575.6859542,569.5783492,597.9614614,670.2337541,819.3190062,651.2753988,676.7462938,697.0515751,455.053057,549.3956538,589.9951941,625.1163259,443.6692403,582.3283301
Acy3,1578.871935,1374.608944,995.7255702,1472.301888,1565.396703,1420.070402,1032.733925,1364.385395,1351.200012,1310.041851,1310.379534,1262.265721,1432.716766,1257.992488,892.6413911,1114.629741,1071.135186,992.5170767,786.3152028,1161.84348
Acyp1,31.01039155,27.55340867,26.55268187,34.16734338,15.71007443,16.67401646,40.84258459,29.02947649,23.14689528,23.47122096,26.5438123,28.77505444,46.77090042,43.3079381,39.78075765,21.77784574,41.36497671,50.82971552,42.70056068,42.19770508
Acyp2,15.06219018,5.102483087,4.425446979,14.49523659,3.366444522,5.558005487,6.807097431,14.01423003,6.751177791,8.693044801,5.308762459,11.51002178,17.18114709,11.34255522,14.55393572,10.88892287,30.47945652,41.02047217,14.58067926,34.69589084
Ada,32.78241392,33.67638838,32.45327784,33.13196934,39.27518609,25.01102469,29.17327471,25.02541077,23.14689528,13.90887168,21.23504984,24.93838051,30.5442615,23.71625182,14.55393572,16.82833534,33.74511258,49.04621673,29.16135851,17.81680881
Adcy1,8.86011187,6.122979705,10.32604295,7.247618293,3.366444522,6.484339735,5.834654941,3.003049293,1.92890794,2.60791344,7.078349945,2.877505444,12.40860623,14.43597937,11.64314858,9.89902079,2.177104037,6.242245765,3.124431269,11.25272135
Adcy10,3.544044748,6.122979705,7.375744964,9.318366377,3.366444522,0.926334248,2.917327471,3.003049293,5.78672382,6.954435841,2.65438123,0,0.954508172,1.031141383,8.732361435,1.979804158,3.265656056,2.675248185,2.08295418,3.750907118
Adcy2,2.658033561,0,0,0,1.122148174,0,2.917327471,0,0.96445397,0,0.884793743,0.959168481,0,0,0,0,1.088552019,0.891749395,1.04147709,0
Adcy3,19.49224611,60.20930043,38.35387381,31.06122126,34.78659339,28.71636168,41.81502708,28.02846006,32.79143498,34.7721792,42.47009967,29.73422292,17.18114709,31.96538288,22.31603478,18.8081395,18.50538432,19.61848669,20.8295418,16.87908203
Adcy4,100.1192641,91.84469557,98.83498252,105.6081523,106.6040765,94.48609328,119.6104263,99.10062666,108.0188446,82.58392561,117.6775678,99.75352206,71.58811289,84.55359343,81.50204006,97.01040374,71.84443324,60.63895886,73.94487338,60.01451389
Adcy5,39.87050342,27.55340867,41.3041718,54.87482422,31.42014887,43.53770965,64.18120435,37.03760794,38.5781588,36.51078816,56.62679956,47.95842407,28.63524516,24.7473932,50.45364384,34.64657277,26.12524845,16.94323851,34.36874396,26.25634983
Adcy6,314.5339714,338.804877,585.6341502,420.361861,310.8350442,376.0917046,661.2608933,378.3842109,320.1987181,425.9591952,544.1481521,325.1581152,293.9885169,305.2178495,567.6034932,320.7282736,274.3151087,180.1333778,684.250448,409.7866026
Adcy7,88.6011187,87.7627091,115.0616214,81.79454931,83.03896487,84.29641656,133.2246212,88.08944592,81.97858746,97.36210177,138.9126177,101.671859,67.7700802,63.93076577,108.6693867,90.08108919,76.19864131,117.7109201,92.69146099,54.38815321
Adcy9,275.5494792,302.0669988,386.4890361,347.8856781,374.7974901,349.2280114,455.1030854,374.3801451,369.3858705,398.1414519,509.6411961,340.5048109,253.8991737,244.3805078,339.5918336,292.0211133,170.9026669,135.545908,341.6044855,209.1130718
Adh1,29828.45262,29866.8745,21957.59276,28216.01339,28372.39443,28814.55311,20322.10316,25173.5612,26923.69703,25854.85385,21314.68127,24923.99299,27930.81812,29412.27682,25043.44233,29421.86959,35097.09419,35117.98293,22576.09888,29794.39297
Adh4,3126.733479,3103.330214,2105.037613,2460.048723,2438.427982,3081.914043,2073.247389,2597.637638,2526.869402,2401.018974,1982.822778,2254.045931,2492.220837,2796.455432,2432.447791,2563.846385,2812.818416,2082.234837,1493.478147,2047.05756
Adh5,6535.218516,6690.375824,5242.679521,6212.244251,5948.50747,5885.927811,5345.516369,5442.526335,5480.991912,5448.800481,5764.431237,5349.28262,6270.164181,6439.477939,5844.860587,6335.373306,7655.786348,8901.442461,5514.62119,6371.853467
Adh6b,2.658033561,3.061489852,2.950297986,5.176870209,5.61074087,4.631671239,6.807097431,5.005082154,2.89336191,3.47721792,0.884793743,0.959168481,0.954508172,5.155706917,2.910787145,5.939412474,7.619864131,8.025744555,6.248862539,1.875453559
Adh7,172.7721815,250.0216713,299.4552455,324.0720751,252.4833391,235.288899,304.3744994,229.2327627,302.8385466,307.7337859,217.6592608,272.4038487,241.4905675,257.7853458,300.7813383,261.3341489,250.3669643,178.349879,250.9959786,187.5453559
Adhfe1,1195.229091,1257.251833,1054.73153,1331.491018,1051.452839,1188.48684,1131.923059,1083.099778,1197.851831,1176.168962,947.6140989,1215.266466,1410.763078,1286.864446,1453.453048,1465.055077,1577.311875,1675.597113,1537.220185,1677.593209
Adi1,2136.172972,1880.775266,1426.469076,1876.097764,2081.584863,2157.432463,1445.04954,2093.125357,2214.386315,2107.19406,1980.168397,2121.680681,2054.101586,1852.961066,1468.006983,1713.520499,1638.270788,1720.184583,1582.003699,1587.571438
Adk,12616.7993,13298.09142,22317.52911,14329.57674,12620.80051,13473.53164,20533.12318,14967.19767,13737.68235,14549.54908,22505.61365,16467.96366,13692.41972,12570.6446,19885.52751,13255.77874,14327.52167,13542.10631,17283.31231,9619.201304
Ado,367.6946426,357.1738161,398.2902281,357.2040444,298.4914143,343.670006,414.2605008,346.3516851,341.4167054,349.460401,338.8760036,375.0348762,307.3516313,278.4081735,334.7405217,303.8999383,294.9975971,227.3960957,307.2357415,258.8125911
Adsl,275.5494792,256.144651,126.8628134,221.570045,255.8497837,245.4785757,134.1970636,197.2002369,233.3978608,209.5023797,137.1430302,201.4253811,216.673355,258.8164872,130.0151591,250.445226,261.2524845,291.6020522,148.9312238,346.0211816
Adss,923.2236569,939.8773847,1084.23451,1003.277447,869.6648348,944.8609328,1068.714297,939.9544286,936.4848049,1018.824851,1041.402236,1115.512944,1156.863904,1025.985676,1296.270542,1201.741124,1437.977217,1709.48359,1604.916195,1219.044813
Adssl1,199.3525171,235.7347186,103.2604295,267.1265028,309.712896,267.7105976,180.8743032,201.2043026,244.0068544,286.8704784,275.1708541,284.873039,322.6237621,316.5604047,150.3906692,288.061505,281.9349728,339.7565195,226.0005285,403.2225152
Afmid,2055.545954,2031.808765,1492.850781,2041.757611,2314.991683,2039.788014,1606.474994,1572.596813,2221.137493,2207.164075,1852.758098,2057.416392,2811.026566,2809.86027,2464.466449,3014.251831,2957.595835,2947.231751,2454.761501,3144.197892
Aga,145.3058347,137.7670434,97.35983353,129.4217552,134.6577809,128.7604605,99.189134,101.1026595,128.272378,114.7481914,84.0554056,124.6919026,106.9049152,146.4220764,89.26413911,139.5761931,106.6780978,117.7109201,95.81589226,136.9081098
Agk,132.0156669,110.2136347,125.3876644,103.5374042,116.7034101,116.7181152,107.9411164,111.1128238,100.3032129,125.1798451,88.47937432,118.9368917,104.9958989,105.1764211,92.17492625,84.14167672,115.386514,113.2521732,118.7283882,104.0876725
