Gene,GRC362.01_S14,GRC362.02_S9,GRC362.03_S13,GRC362.04_S12,GRC362.09_S20,GRC362.10_S6,GRC362.11_S3,GRC362.12_S17,GRC362.13_S16,GRC362.14_S19,GRC362.15_S11,GRC362.16_S18,GRC362.17_S5,GRC362.18_S15,GRC362.19_S8,GRC362.20_S2,GRC362.21_S10,GRC362.22_S7,GRC362.23_S1,GRC362.24_S4
B4galt3,73.53892852,70.41426661,76.70774763,82.82992335,78.55037217,95.41242753,76.82295673,92.09351164,107.0543907,72.15227185,74.32267443,89.20266876,74.4516374,87.64701758,67.91836671,76.22246008,66.40167314,68.66470342,91.6499839,73.1426888
B4galt4,22.15027968,34.69688499,14.75148993,26.91972509,26.93155617,24.08469044,13.61419486,31.03150936,38.5781588,30.4256568,15.04149363,25.897549,25.77172064,30.9342415,26.1970843,23.7576499,29.39090451,36.5617252,29.16135851,28.13180338
B4galt5,198.4665059,246.9601814,342.2345663,268.1618768,283.903488,241.7732387,269.3665698,294.2988307,295.1229148,232.1042962,261.898948,261.8529954,222.400404,176.3251765,254.208744,240.5462052,168.7255629,90.95843829,248.9130245,210.0507986
B4galt6,30.12438036,39.79936808,42.77932079,43.48570976,32.54229704,39.83237266,41.81502708,31.03150936,40.50706674,47.8117464,35.39174973,49.87676103,41.99835956,43.3079381,42.69154479,31.67686653,44.63063277,24.07723367,31.24431269,15.94135525
B4galt7,77.08297327,94.90618543,97.35983353,107.6789004,78.55037217,90.78075629,108.9135589,80.08131447,78.12077158,79.10670769,104.4056617,65.22345673,98.3143417,80.4290279,89.26413911,76.22246008,77.28719333,70.44820221,89.56702972,85.33313693
B4gat1,184.2903269,146.9515129,132.7634094,139.7754957,151.4900035,171.3718359,141.0041611,144.146366,149.4903654,144.3045437,152.1845238,184.1603484,130.7676195,114.4566935,98.96676292,93.05079543,87.0841615,82.93269374,97.89884644,137.8458366
Baat,4973.180793,5040.232794,4267.606036,5313.539583,4943.062706,4715.041322,3944.22674,4852.927657,4621.663425,4728.147067,4215.157392,5287.895838,4855.58307,4510.212411,4010.094423,4908.92441,5540.729775,5226.543204,4195.069718,4209.455513
Bbox1,4194.376959,4076.883987,5643.920047,4095.93971,3863.556163,4280.590559,5049.893852,4602.673549,4076.746931,4340.437269,5247.711691,4228.014666,4416.509311,4258.613913,5360.699658,4277.366883,4827.728203,4786.910753,4810.582678,3411.450024
Bcat1,0,0,0,1.035374042,0,0,0.97244249,0,0,0,0,0,0.954508172,0,0,0,0,40.12872278,1.04147709,0
Bcat2,349.0884077,372.4812654,349.6103113,475.2366852,517.3103082,300.1322963,438.5715631,361.3669315,448.4710961,380.7553623,292.866729,304.0564086,355.0770399,329.9652427,253.2384816,270.2432676,200.2935714,205.1023609,234.3323452,285.068941
Bche,3414.687115,3158.437031,4676.222307,3909.572382,2338.556794,3350.550975,4678.42082,3671.728268,3349.548638,3977.937301,4092.171062,3922.03992,2956.111808,2363.376051,3318.297345,2532.169518,2260.922543,1862.864486,2712.006342,1216.231633
Bckdha,1556.721656,1679.737432,1240.600303,1516.822971,1504.800701,1468.239783,1168.875873,1344.365067,1284.652688,1263.968714,1202.434697,1117.431281,1298.131114,1340.483798,1329.259463,1225.498774,1252.923374,1359.917827,1405.994071,1613.827788
Bckdhb,1689.623334,1293.989711,1051.781232,1568.591673,1651.802112,1599.779246,1144.564811,1397.418937,1591.349051,1567.355978,1191.817172,1523.159548,1649.390121,1729.2241,1044.972585,1442.287329,1783.048207,1765.663802,1161.246955,1836.069034
Bco1,162.1400472,162.2589622,113.5864724,156.3414803,123.4362991,138.0238029,103.078904,92.09351164,113.8055685,119.9640182,84.0554056,101.671859,115.4954888,117.5501177,105.7585996,100.9700121,133.8918983,119.4944189,98.94032353,131.2817491
Bdh1,6263.213081,5660.694737,4151.069266,5396.369506,4862.268038,5294.000227,4340.983276,5586.672701,5256.274137,4919.394053,4473.517165,4654.84464,4620.77406,4783.464877,4044.053607,5401.895645,5447.114302,4876.977441,3966.986235,5608.543868
Bdh2,133.7876892,135.7260501,137.1888563,133.5632514,135.779929,136.1711344,105.0237889,142.1443332,149.4903654,151.2589795,166.3412237,121.8143971,149.857783,178.3874593,136.8069958,116.8084453,146.9545225,134.6541587,120.8113424,111.5894868
Bhmt,15170.28354,16472.8564,20082.67839,19966.15302,16577.49497,19861.53261,23850.12451,15443.6815,16411.14875,20510.3699,17519.80091,18652.94946,19356.47122,15240.26965,16850.54678,12970.68694,13320.61105,8977.24116,8639.05246,5848.601924
Bhmt2,3351.780321,3698.279742,5108.440962,3777.044505,3620.050009,3641.419928,4693.007458,3769.827879,3716.041147,3844.064411,4284.171304,3954.651649,3669.129413,3801.81828,4203.176637,3450.798647,3144.826782,3013.221206,3334.809642,2879.75894
Blvra,204.6685842,201.0378336,138.6640053,158.4122284,222.1853384,177.8561756,107.9411164,128.1301032,162.028267,171.2529826,104.4056617,151.5486201,161.311881,183.5431662,113.5206986,162.343941,206.8248836,244.3393342,116.6454341,191.296263
Blvrb,421.741325,388.8092113,336.3339704,318.8952049,274.9263026,236.2152332,266.4492423,179.1819411,249.7935782,232.9736007,495.4844962,272.4038487,356.0315481,362.9617669,425.9451855,353.3950422,522.504969,867.6721614,559.2731972,554.1965267
Bpgm,256.9432442,300.0260055,249.3001798,258.8435105,239.017561,214.9095455,188.6538431,235.2388613,206.3931496,202.5479439,190.2306548,215.8129083,221.4458959,252.6296389,204.7253625,238.566401,268.8723486,296.0607992,191.6317845,310.387564
Bpnt1,470.4719403,554.1296633,548.7554253,559.1019826,408.4619353,515.0418418,501.7803249,502.5102483,511.1606041,512.0203388,491.9453212,507.4001266,587.9770339,554.7540642,722.8454743,683.0324345,705.3817081,740.1519979,826.9328093,789.5659483
Bsg,5712.114123,6127.061691,2900.14292,4772.038959,5652.260352,5356.064621,2810.358797,4891.967298,4537.755929,4423.890499,3296.741487,4732.537287,5729.912556,5609.409125,3069.910175,4893.085977,5312.133851,5834.716292,3257.740337,6405.611631
Btd,1613.426372,1538.908899,1227.323962,1479.549506,1622.626259,1628.495608,1227.222423,1563.587665,1333.839841,1405.665344,1276.757371,1325.570841,1432.716766,1421.943968,1196.333517,1345.276925,1176.724732,1064.748778,1114.380486,1345.637929
C1galt1,1366.22925,1321.54312,2534.30597,1436.063796,958.3145405,1382.090698,2133.538823,1559.583599,1389.778171,1381.324819,1886.38026,1846.399327,1479.487666,1212.622267,2791.444872,2023.359849,1742.771782,1620.308651,2934.882439,1282.810234
Cad,84.17106277,76.53724631,89.98408856,84.90067143,94.26044661,100.0440988,104.0513465,98.09961022,82.94304143,99.97001521,114.1383929,89.20266876,46.77090042,71.14875545,131.9556839,130.6670744,81.6414014,65.09770584,155.1800864,52.51269965
Cant1,613.1197414,630.6669096,629.8886199,552.8897384,648.6016445,666.9606585,640.839601,692.7033702,568.0633884,611.1210495,681.2911822,587.9702791,510.6618719,535.1623779,519.0903742,496.9308437,372.2847904,363.8337532,524.9044533,464.1747559
Car1,269.3474009,179.6074047,153.4154953,185.3319535,247.9947464,218.6148825,141.0041611,144.146366,151.4192733,194.7242035,108.8296304,175.5278321,186.1290935,214.4774077,78.59125291,121.7579557,182.8767391,140.004655,77.06930464,152.8494651
Car12,0.886011187,0,1.475148993,0,0,0,0.97244249,0,0,0,0,1.918336963,0.954508172,0,1.940524763,0,0,14.26799032,0,0.937726779
Car13,7.088089496,13.26645603,14.75148993,8.282992335,13.46577809,5.558005487,12.64175237,15.01524646,6.751177791,13.0395672,8.847937432,10.55085329,6.681557203,13.40483798,14.55393572,10.88892287,16.32828028,30.31947943,17.70511053,15.00362847
Car14,240.9950429,277.57508,330.4333744,268.1618768,315.3236369,343.670006,338.4099866,356.3618494,241.1134925,300.7793501,314.9865726,254.1796476,229.0819612,233.0379526,195.0227387,162.343941,108.8552019,90.0666889,82.27669009,94.71040473
Car2,159.4820137,137.7670434,150.4651973,141.8462437,111.0926692,144.5081427,138.0868336,141.1433168,118.6278383,133.0035855,171.6499862,136.2019244,146.0397503,142.2975109,108.6693867,124.727662,165.4599068,136.4376574,109.3550944,157.538099
Car3,72137.25883,59206.15226,41149.28116,56525.21044,81957.21403,61863.38008,49133.62926,101477.0397,93969.64367,126551.6076,93021.0206,117362.8962,79510.53071,126973.7188,63103.92478,123721.9214,148489.3809,117511.1683,90658.49771,117509.3559
Car5a,645.0161442,650.0563453,330.4333744,582.9155856,666.5560153,570.6218967,370.5005888,593.6027435,560.3477566,636.3308794,445.0512528,508.3592951,540.2516253,570.221185,305.6326502,493.9611374,390.7901747,405.7459747,295.7794935,482.9292914
Car5b,122.2695438,112.2546279,172.5924322,90.07754164,125.6805955,125.0551235,141.9766036,117.1189224,114.7700224,126.9184541,168.9956049,147.7119461,146.9942585,116.5189763,174.6472287,108.8892287,128.4491382,157.8396429,161.4289489,128.4685688
Car7,15.94820137,19.38943573,8.850893957,11.38911446,6.732889043,8.337008231,18.47640731,7.007115016,11.57344764,15.64748064,16.81108112,15.3466957,13.36311441,8.249131066,7.762099053,12.86872703,15.23972826,7.13399516,6.248862539,11.25272135
Car8,1943.022533,1865.467817,3004.878498,1884.380756,1660.779297,1672.033317,2557.523749,1659.685242,1813.173464,1720.353566,2200.482039,1839.685147,1646.526596,1332.234667,1682.43497,1278.953486,1151.688036,842.7031783,1310.178179,1026.810824
Car9,2.658033561,3.061489852,1.475148993,1.035374042,2.244296348,0.926334248,3.889769961,2.002032862,0.96445397,2.60791344,2.65438123,3.836673925,1.909016344,1.031141383,2.910787145,0,4.354208075,1.78349879,4.165908359,2.813180338
Carns1,29.23836917,30.61489852,30.97812885,16.56598467,15.71007443,25.93735894,21.39373478,26.0264272,17.36017146,25.20982992,7.963143689,17.26503266,31.49876967,20.62282767,18.43498525,10.88892287,23.94814441,22.29373488,17.70511053,16.87908203
Cat,36200.64508,35052.01782,55654.4212,42970.09349,30991.48827,35447.10633,51137.83323,37489.06635,37863.49841,41390.19421,44503.35569,36429.21892,34074.98723,31053.8539,56481.88402,36559.06358,33316.22308,27692.38571,48529.70795,33359.63018
Cbr1,455.4097501,392.8911977,194.7196671,444.175464,488.1344557,428.8927568,196.433383,330.3354222,416.6441151,339.8980517,266.3229167,376.9532132,550.7512151,527.9443883,286.2274026,595.9210516,685.7877718,1256.474898,328.0652833,754.8700575
Cbr3,2.658033561,4.08198647,5.900595971,1.035374042,2.244296348,1.852668496,0.97244249,3.003049293,2.89336191,0.86930448,3.539174973,2.877505444,0.954508172,2.062282767,0.970262382,2.969706237,10.88552019,28.53598064,6.248862539,10.31499457
Cbr4,576.7932828,580.6625754,573.8329582,527.0053873,521.7989009,474.2831349,503.7252099,490.4980511,497.6582486,568.52513,563.6136144,621.5411759,572.7049031,627.9651024,574.3953299,579.0927162,735.8611647,864.9969132,636.3425019,677.0387348
Cbs,6532.560482,7053.67262,3401.693577,5807.413001,7660.905583,6768.724349,3818.781659,6377.475681,5861.95123,5986.899954,3655.967747,5147.857239,4997.804788,6015.67883,2585.749247,4409.02386,3507.314604,3221.890564,1861.119559,3410.512297
Cd36,1390.151552,1448.0847,2054.882547,1730.110024,987.490393,1494.177142,1770.817775,2716.758593,2173.879249,2347.122096,2648.187673,2503.429736,2963.747874,2488.144158,3688.937575,3463.667374,5415.546293,6495.502593,6392.586377,4048.166507
Cd38,208.212629,200.017337,206.520859,276.4448692,259.2162282,214.9095455,226.5791002,237.2408941,210.2509655,244.2745589,190.2306548,278.1588596,209.9917978,195.9168628,188.230902,200.950122,263.4295885,230.0713439,165.5948573,169.7285471
Cda,96.57521939,77.55774293,54.58051273,59.01632039,54.98526052,73.18040558,48.62212451,61.06200228,58.83169217,58.24340016,38.9309247,56.5909404,59.17950665,81.46016928,54.33469337,61.3739289,77.28719333,87.39144071,52.07385449,76.89359592
Cdipt,907.2754555,821.4997771,575.3081072,670.9223791,942.6044661,801.2791244,551.3748919,848.8619334,766.7409062,766.7265514,586.6182517,822.966557,878.1475181,1011.549697,617.0868747,906.7503044,943.7746002,866.780412,621.7618226,1161.84348
Cdo1,30462.83663,27495.24037,24151.13931,21363.90798,26982.05284,24017.99438,19870.88984,23294.65336,26295.83749,24507.4319,20169.75817,25571.43171,24385.77477,21319.87924,16467.29314,18148.86472,19641.83263,19863.71777,11443.75026,13672.99417
Cds1,6.202078309,6.122979705,8.850893957,2.070748084,10.09933357,3.705336991,6.807097431,6.006098585,1.92890794,6.08513136,13.27190615,7.673347851,1.909016344,7.217989683,7.762099053,2.969706237,4.354208075,5.35049637,1.04147709,5.626360677
Cds2,1933.27641,2063.444161,3347.113065,2163.931747,2626.948875,2579.84088,3830.450969,3271.321696,3272.39232,3562.409759,5165.425873,3403.129772,2861.615499,2807.797987,3352.256528,3022.171047,2332.766976,2463.903578,4186.737901,2532.800031
Cept1,1147.384487,919.4674524,861.4870118,928.7305156,888.7413537,993.956648,793.513072,1054.070302,931.6625351,968.4051908,737.0331881,1085.778721,1105.320463,971.3351831,909.1358516,1029.498162,1151.688036,1371.51057,924.8316557,1054.942627
Cerk,52.27466004,64.2912869,64.90655568,50.73332805,46.00807513,57.43272337,51.53945198,64.06505158,41.47152071,42.59591952,38.9309247,47.95842407,30.5442615,56.71277608,42.69154479,38.60618108,48.98484084,48.15446733,48.94942322,45.01088542
Cers2,4844.709171,4666.731032,3146.492802,4651.93557,5483.938126,4736.347009,3718.620083,5400.483644,5051.809895,5444.453959,4780.540594,5044.267043,5295.611337,5372.246607,4362.299668,5613.73469,5051.969919,4898.379427,5312.574635,5935.810514
Cers3,0.886011187,0,0,0,1.122148174,0.926334248,0.97244249,2.002032862,2.89336191,0.86930448,0.884793743,0.959168481,0,0,0.970262382,0.989902079,1.088552019,0.891749395,0,0.937726779
Cers4,39.87050342,66.33228014,95.88468453,40.37958763,63.96244591,47.24304664,80.71272669,39.0396408,46.29379056,52.1582688,53.08762459,57.55010888,43.9073759,57.74391747,56.27521813,50.48500603,52.2504969,34.77822641,51.0323774,55.32587999
Cers5,24.80831324,35.71738161,42.77932079,34.16734338,35.90874157,34.27436717,40.84258459,32.03252579,34.72034292,26.0791344,30.08298727,23.02004355,26.72622881,36.08994842,44.63206955,32.66676861,54.42760094,55.28846249,40.6176065,37.50907118
Cers6,655.6482784,571.4781058,849.6858199,738.2216918,770.9157955,512.2628391,608.7489989,740.7521588,878.6175667,786.7205545,666.2496886,910.2508888,703.4725226,595.9997196,491.9230275,649.3757638,671.6365955,663.4615499,761.3197526,425.7279579
Ces1d,12966.77372,14039.99246,14603.97503,13133.71972,14466.73426,13066.8709,13177.56818,13964.17921,15708.06181,14839.02747,20424.57877,17343.68448,19715.36629,20511.4644,26684.15602,28640.83685,32027.37749,32489.10571,32462.84089,32899.20633
Ces2h,6.202078309,8.16397294,2.950297986,16.56598467,11.22148174,12.96867947,11.66930988,6.006098585,8.680085731,4.3465224,11.50231866,7.673347851,10.49958989,12.3736966,15.52419811,11.87882495,11.97407221,7.13399516,13.53920217,27.19407661
Ces3a,27669.24336,31417.00887,19517.69632,20256.05776,26806.99773,26244.90191,18725.35259,27339.76076,22583.65416,20880.69361,23157.70664,20748.73259,21391.48264,28169.75145,22798.25518,24032.84267,22983.68732,15159.73972,20319.21802,26275.10436
Ces3b,8669.619465,7880.27488,8924.651407,7093.347561,7218.779203,7940.537173,6411.313338,4787.861589,6164.789777,4694.244192,5887.417567,4757.475667,4297.19579,5272.225893,4105.180137,2901.402994,2443.799282,1273.418136,1770.511053,1744.17181
Cftr,0,0,1.475148993,1.035374042,0,0,1.94488498,0,0.96445397,0,0,0,0.954508172,2.062282767,1.940524763,0.989902079,1.088552019,2.675248185,1.04147709,2.813180338
Ch25h,2.658033561,0,0,1.035374042,1.122148174,0,1.94488498,0,0,0,0,0,0.954508172,1.031141383,0.970262382,0.989902079,1.088552019,0,1.04147709,0
Chdh,1695.825412,1732.803257,1894.091307,1995.165779,1748.306855,1964.75494,2344.558844,1985.015582,1999.31308,2164.568155,2460.6114,1877.092718,1713.342168,1758.096059,2897.203472,2509.40177,2021.441099,2016.245382,4059.677696,2822.557606
Chka,466.9278956,460.2439745,821.657989,401.7251282,371.4310456,440.0087677,714.7452303,480.4878868,406.9995754,481.594682,330.0280662,361.6065175,334.0778601,434.1105224,512.2985375,444.4660335,293.9090451,248.7980812,303.0698331,126.5931152
Chkb,427.0573922,459.2234779,354.0357583,389.3006397,396.1183054,372.3863676,341.3273141,397.4035231,406.0351214,354.6762279,286.6731728,322.2806097,410.4385139,415.5499775,395.8670517,484.0621166,437.5979115,455.6839409,438.4618548,624.5260351
Chpf,14.17617899,32.65589176,30.97812885,20.70748084,34.78659339,34.27436717,29.17327471,25.02541077,20.25353337,18.25539408,15.04149363,25.897549,11.45409806,24.7473932,15.52419811,23.7576499,7.619864131,13.37624093,19.78806471,19.69226237
Chpf2,421.741325,409.2191436,410.09142,457.6353265,436.5156397,498.3678254,533.8709271,459.4665418,456.1867278,401.6186698,524.6826897,434.503322,381.8032687,390.8025843,506.4769632,530.5875143,375.5504465,374.5347459,538.4436554,544.8192589
Chpt1,2857.386078,2896.1694,2931.121049,2857.632356,1936.827748,2426.069395,2608.090759,2665.706755,2856.712659,2661.810318,2614.565511,3390.660582,3333.142536,2919.161256,3458.015128,2763.806605,3555.210893,3444.827913,3799.308424,3610.248101
Chst1,1.772022374,0,1.475148993,2.070748084,1.122148174,0,2.917327471,1.001016431,0,1.73860896,0,1.918336963,1.909016344,1.031141383,0.970262382,0,2.177104037,0,2.08295418,5.626360677
Chst11,2.658033561,3.061489852,1.475148993,2.070748084,3.366444522,0.926334248,3.889769961,4.004065723,1.92890794,1.73860896,1.769587486,2.877505444,1.909016344,3.09342415,0,1.979804158,4.354208075,3.56699758,3.124431269,2.813180338
Chst12,16.83421255,9.184469557,4.425446979,8.282992335,15.71007443,9.263342479,6.807097431,6.006098585,13.50235558,6.954435841,11.50231866,10.55085329,3.818032687,8.249131066,9.702623816,5.939412474,9.796968168,6.242245765,10.4147709,13.12817491
Chst13,95.6892082,110.2136347,64.90655568,81.79454931,96.50474296,89.85442204,42.78746957,100.1016431,84.87194937,91.27697041,57.51159331,76.73347851,84.95122729,90.74044173,77.62099053,123.7377599,81.6414014,75.79869858,60.40567121,129.4062956
Chst14,23.92230205,36.73787823,28.02783086,22.77822892,30.2980007,34.27436717,35.98037214,37.03760794,36.64925086,50.41965984,43.35489342,39.32590773,30.5442615,32.99652427,50.45364384,42.5657894,28.30235249,37.45347459,42.70056068,27.19407661
Chst2,28.35235799,30.61489852,32.45327784,34.16734338,30.2980007,17.60035071,25.28350475,39.0396408,31.82698101,41.72661504,40.70051219,27.81588596,20.99917978,35.05880703,41.72128241,26.72735613,20.68248836,26.75248185,34.36874396,40.32225152
Chst3,1.772022374,9.184469557,7.375744964,7.247618293,2.244296348,4.631671239,9.724424902,2.002032862,0.96445397,4.3465224,5.308762459,7.673347851,6.681557203,6.1868483,5.82157429,6.929314553,3.265656056,0.891749395,3.124431269,5.626360677
Chst7,18.60623493,21.43042897,10.32604295,13.45986254,7.855037217,12.04234522,15.55907984,16.01626289,15.43126352,20.86330752,15.92628738,13.42835874,12.40860623,29.90310012,14.55393572,16.82833534,11.97407221,10.70099274,9.373293808,13.12817491
Chsy1,77.96898446,82.66022602,66.38170468,69.3700608,68.45103861,83.37008231,67.09853182,82.08334733,84.87194937,79.10670769,44.23968716,96.87601662,62.99753934,75.27332098,55.30495575,45.53549563,60.95891305,62.42245765,67.69601084,73.1426888
Chsy3,31.01039155,25.51241544,36.87872482,30.02584721,32.54229704,35.20070142,46.67723953,51.05183797,24.11134925,20.86330752,23.88943107,33.57089685,20.99917978,25.77853458,13.58367334,22.76774782,16.32828028,16.05148911,13.53920217,15.00362847
Ckb,72.65291734,61.22979705,42.77932079,44.5210838,63.96244591,50.94838363,54.45677945,48.04878868,45.32933659,36.51078816,53.97241833,42.20341318,43.9073759,43.3079381,50.45364384,39.59608316,53.33904892,55.28846249,44.78351486,50.63724609
Ckmt1,1.772022374,2.040993235,2.950297986,0,1.122148174,1.852668496,0,0,0.96445397,1.73860896,0,1.918336963,0,3.09342415,0,0,0,1.78349879,1.04147709,3.750907118
Clybl,274.663468,334.7228905,212.421455,254.7020143,301.8578588,265.8579291,232.4137552,272.2764692,304.7674545,264.2685619,238.8943107,263.7713324,277.761878,279.4393149,243.5358578,266.2836593,266.6952446,301.4112955,270.7840433,319.7648318
Cma1,0,1.020496617,0,1.035374042,1.122148174,0.926334248,0.97244249,0,0,0.86930448,1.769587486,0.959168481,0,1.031141383,5.82157429,0,1.088552019,0,0,0
Cmas,1054.353313,1073.562442,997.2007192,882.1386837,985.2460967,890.2072122,1035.651252,1024.039809,974.0985098,858.8728263,1052.019761,1040.697802,1145.409806,1290.989012,1304.032641,1234.407893,1503.290338,1757.638058,1464.316788,1402.839262
Cmpk1,901.9593884,926.6109287,1097.510851,972.2162253,758.5721656,891.1335465,1034.67881,808.8212761,823.6436904,795.4135993,926.3790491,926.556753,892.4651407,741.3906546,1278.805819,945.3564855,910.0294876,995.1923249,1253.938416,833.639107
Cmpk2,173.6581927,148.9925062,231.5983919,187.4027016,186.2765969,217.6885482,195.4609405,190.1931219,163.9571749,151.2589795,211.4657046,180.3236745,171.8114709,215.5085491,233.833234,265.2937572,250.3669643,334.4060231,224.9590514,210.9885254
Cndp1,11.51814543,12.24595941,25.07753288,17.60135871,17.95437078,8.337008231,19.4488498,9.009147878,6.751177791,6.954435841,7.963143689,6.714179369,4.772540859,3.09342415,8.732361435,5.939412474,4.354208075,1.78349879,1.04147709,1.875453559
Cndp2,736.2752964,591.8880381,805.4313501,623.2951732,619.425792,717.9090421,776.0091072,573.5824149,631.7173504,642.4160108,897.1808556,632.0920292,615.6577708,678.4910302,771.3585934,635.5171347,563.8699457,577.853608,684.250448,588.8924175
Cnp,251.6271771,309.2104751,274.3777127,242.2775258,268.1934136,357.5650197,255.7523749,311.31611,307.6608165,279.0467381,318.5257475,305.0155771,256.7626982,297.9998598,241.595333,217.7784574,248.1898603,247.9063318,170.8022427,201.6112576
Coasy,1610.768338,1671.573459,1665.443213,1348.057003,1504.800701,1568.283882,1792.211509,1413.4352,1317.444123,1394.364386,2266.84157,1273.775743,1553.939304,1722.00611,2237.425052,1647.197059,1689.432733,1976.116659,2484.964336,2106.134347
Col4a3bp,793.8660236,732.7165714,1597.586359,863.5019509,651.968089,777.194434,1331.273769,1012.027612,919.1246335,1017.086242,1159.079804,1009.045242,770.2880947,744.4840787,1211.857715,803.8004882,681.4335637,640.2760656,1061.265155,594.5187782
Comt,3698.210695,3731.95613,2761.478915,3182.739805,3083.663182,4075.870691,2646.988458,3447.500588,3213.560628,2892.176005,2978.21574,3231.438614,4034.706042,4003.921991,3133.947493,3088.494487,3948.178172,4105.614215,3175.463647,4580.795318
Comtd1,66.45083903,39.79936808,23.60238389,38.30883955,38.15303791,49.09571514,37.92525712,56.05692013,68.47623188,38.24939712,45.1244809,40.28507622,56.31598214,69.08647268,42.69154479,65.33353721,64.2245691,73.12345039,74.98635047,67.51632812
Coq2,948.9179813,937.8363915,560.5566173,722.6910812,950.4595033,822.5848121,574.7135117,831.844654,841.9683159,877.9975249,690.1391197,829.6807364,986.0069415,1042.483939,634.5515976,899.8209898,962.2799845,1095.068257,607.1811434,1207.792092
Coq3,293.2697029,238.7962085,261.1013717,243.3128998,217.6967457,261.2262579,280.0634372,222.2256477,258.473664,201.6786394,267.2077104,210.0578974,259.6262227,286.6573046,329.8892097,262.3240509,362.4878222,411.0964711,297.8624477,333.8307335
Coq5,654.7622672,664.343298,507.4512535,602.5876924,595.8606803,645.6549708,503.7252099,656.6667786,622.0728107,570.2637389,552.9960895,561.1135616,641.4294915,653.743637,495.804077,659.2747846,597.6150583,659.0028029,538.4436554,696.7309972
Coq6,302.1298148,323.4974277,337.8091194,274.3741211,255.8497837,281.6056114,319.9335793,275.2795185,273.9049275,284.262565,328.2584787,268.5671748,295.8975333,333.0586668,318.2460612,311.8191549,286.2891809,273.7670643,321.8164207,354.4607227
Coq7,171.8861703,143.8900231,131.2882604,137.7047476,118.9477064,133.3921317,116.6930988,112.1138403,163.9571749,119.9640182,116.7927741,117.9777232,168.9479464,189.7300145,157.1825058,162.343941,243.8356522,274.6588137,171.8437198,270.0653125
Cox4i1,2458.681044,2563.487503,1430.894523,2083.172572,2166.868124,2148.169121,1348.777734,2052.083683,1749.519502,1681.234864,1331.614583,1406.140994,1806.883969,2097.341574,1313.735265,1731.338736,1867.955264,2018.92063,1350.795785,2311.496511
Cox4i2,3.544044748,2.040993235,10.32604295,1.035374042,2.244296348,2.779002744,3.889769961,3.003049293,1.92890794,1.73860896,3.539174973,3.836673925,1.909016344,2.062282767,2.910787145,2.969706237,1.088552019,1.78349879,4.165908359,4.688633897
Cox5a,7891.701643,6594.449142,4266.130887,6670.914952,6815.928008,7406.968646,4048.278087,6661.764347,7433.046747,6431.114544,3753.295059,7336.679714,7267.62522,6508.564411,4137.198795,6241.332608,7005.920792,6558.816801,4026.350429,6876.350474
Cox5b,548.4409248,518.4122817,295.0297986,472.1305631,521.7989009,469.6514637,295.622517,393.3994573,441.7199183,399.8800608,280.4796166,376.9532132,477.2540859,588.7817299,318.2460612,439.5165231,584.5524341,685.7552848,274.9499517,534.5042643
Cox6a1,5447.196778,4338.131121,1982.600246,4190.158747,4943.062706,5121.702056,2471.94881,5109.187863,4728.717815,4327.397702,2779.137147,4448.623416,5612.50805,4881.423309,2001.651293,4141.750299,5527.667151,4720.029548,1949.645112,4230.085502
Cox6b1,1256.363863,1128.669259,587.1092991,991.8883321,1226.507954,1110.674763,539.7055821,1053.069285,998.209859,939.718143,552.1112957,724.1722034,1195.998739,1266.241619,593.8005775,1080.97307,1523.972826,1782.607041,556.148766,1179.660289
Cox6b2,1.772022374,1.020496617,0,1.035374042,0,0.926334248,0.97244249,1.001016431,0,0,1.769587486,0,1.909016344,0,4.851311908,1.979804158,8.70841615,7.13399516,6.248862539,5.626360677
Cox6c,2436.530764,2544.098067,2107.987911,2153.578007,1879.598191,2039.788014,2203.554683,1991.021681,2068.753766,1795.983056,1573.163275,1648.810619,2325.181907,2219.016257,1832.825639,2060.976128,2973.924115,3111.313639,1510.14178,1757.299985
Cox7a1,13.29016781,11.22546279,2.950297986,3.106122126,12.34362991,2.779002744,3.889769961,4.004065723,4.82226985,5.21582688,4.423968716,2.877505444,4.772540859,3.09342415,0.970262382,1.979804158,4.354208075,1.78349879,0,1.875453559
Cox7a2,792.9800124,1085.808401,448.4452938,671.9577532,803.4580925,784.6051079,450.240873,742.7541917,681.8689568,677.18819,348.6087348,435.4624905,884.8290753,1025.985676,523.9416861,850.3258859,1188.698804,1657.762125,468.6646904,815.8222982
Cox7a2l,1422.047955,1609.323166,1665.443213,1607.935887,1271.393881,1354.30067,1526.73471,1268.287818,1333.839841,1129.22652,1511.227713,1294.87745,1469.942585,1326.047819,1762.966747,1158.185432,1566.426355,1653.303378,1774.676961,1560.377361
Cox7b,813.3582697,701.0811762,505.9761045,652.2856464,628.4029774,612.3069378,491.0834575,614.6240885,701.1580362,598.9507868,363.6502284,554.3993822,814.1954706,790.885441,480.2798789,690.9516511,1000.379305,1071.882773,467.6232133,590.7678711
Cox7c,2177.815498,1505.232511,1259.77724,1078.859752,1949.171378,1523.819838,1249.5886,2263.29815,1994.49081,2046.342746,1572.278482,1762.951669,2255.50281,2681.998738,1184.690368,1975.84455,3047.945652,3946.882822,1220.611149,1940.156707
Cox8a,902.8453996,893.9550369,622.512875,738.2216918,755.205721,816.1004724,718.6350003,725.7369124,784.1010777,677.18819,687.4847384,625.3778498,966.9167781,949.681214,770.388331,903.7805981,1134.271204,1288.577876,829.0157635,1042.752179
